fecha,altura_astronomica_m,altura_medida_m
2026-07-16T07:45:00,1.48,1.5
2026-07-16T08:45:00,1.44,1.48
2026-07-16T09:45:00,1.31,1.32
2026-07-16T10:45:00,1.13,1.13
2026-07-16T11:45:00,0.96,0.98
2026-07-16T12:45:00,0.81,0.84
2026-07-16T13:45:00,0.66,0.71
2026-07-16T14:45:00,0.5,0.58
2026-07-16T15:45:00,0.4,0.47
2026-07-16T16:45:00,0.42,0.4
2026-07-16T17:45:00,0.55,0.55
2026-07-16T18:45:00,0.71,0.66
2026-07-16T19:45:00,0.82,
2026-07-16T20:45:00,0.87,
2026-07-16T21:45:00,0.87,
2026-07-16T22:45:00,0.81,
2026-07-16T23:45:00,0.72,
